Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
13123.0,108,2,457.0,2,2,2,222,6
13124.0,21,1,669.92,3,1,3,313,7
13125.0,159,1,96.18,1,1,1,111,3
13126.0,2,7,1773.54,4,4,4,444,12
13129.0,88,2,138.45,2,2,1,221,5
13131.0,54,4,1484.97,2,3,4,234,9
13133.0,95,1,65.15,2,1,1,211,4
13134.0,38,2,402.65,3,2,2,322,7
13135.0,127,1,231.0,2,1,2,212,5
13136.0,11,8,3313.4100000000003,4,4,4,444,12
13137.0,22,8,3386.8,3,4,4,344,11
13138.0,8,2,460.3,4,2,2,422,8
13139.0,73,1,1843.86,2,1,4,214,7
13140.0,2,3,558.91,4,3,3,433,10
13141.0,21,12,4368.94,3,4,4,344,11
13143.0,220,1,371.1,1,1,2,112,4
13144.0,67,1,24.4,2,1,1,211,4
13145.0,152,2,204.0,1,2,1,121,4
13148.0,25,14,3826.04,3,4,4,344,11
13150.0,120,3,49.550000000000004,2,3,1,231,6
13151.0,261,2,913.69,1,2,3,123,6
13152.0,53,7,1818.18,2,4,4,244,10
13154.0,35,3,1271.29,3,3,4,334,10
13155.0,4,3,699.52,4,3,3,433,10
13156.0,21,3,1375.9,3,3,4,334,10
13157.0,45,5,3196.66,3,3,4,334,10
13158.0,24,1,307.12,3,1,2,312,6
13161.0,136,1,231.18,2,1,2,212,5
13162.0,16,11,4888.18,4,4,4,444,12
13163.0,246,1,17.65,1,1,1,111,3
13164.0,205,2,87.4,1,2,1,121,4
13165.0,49,1,51.36,3,1,1,311,5
13166.0,50,1,333.40999999999997,3,1,2,312,6
13167.0,26,1,302.8,3,1,2,312,6
13168.0,178,1,399.84,1,1,2,112,4
13169.0,198,1,107.30000000000001,1,1,1,111,3
13173.0,3,10,1759.03,4,4,4,444,12
13174.0,5,9,5360.52,4,4,4,444,12
13175.0,218,2,618.15,1,2,3,123,6
13177.0,66,1,229.75,2,1,2,212,5
13178.0,33,10,7755.59,3,4,4,344,11
13179.0,254,1,572.3100000000001,1,1,3,113,5
13180.0,243,1,70.2,1,1,1,111,3
13181.0,17,1,359.69,4,1,2,412,7
13183.0,30,6,604.0,3,4,3,343,10
13187.0,260,3,105.34,1,3,1,131,5
13190.0,180,3,237.0,1,3,2,132,6
13191.0,294,1,156.19,1,1,1,111,3
13192.0,171,4,1430.79,1,3,4,134,8
13194.0,57,1,187.2,2,1,1,211,4
13195.0,50,1,126.78,3,1,1,311,5
13196.0,79,3,991.71,2,3,3,233,8
13197.0,245,1,293.11,1,1,2,112,4
13198.0,23,2,1296.94,3,2,4,324,9
13199.0,2,23,2351.46,4,4,4,444,12
13201.0,138,4,960.49,1,3,3,133,7
13202.0,30,7,1042.25,3,4,3,343,10
13203.0,22,6,1595.73,3,4,4,344,11
13204.0,367,1,761.96,1,1,3,113,5
13206.0,36,13,6631.94,3,4,4,344,11
13207.0,87,2,285.6,2,2,2,222,6
13208.0,85,3,557.75,2,3,3,233,8
13209.0,150,5,806.0,1,3,3,133,7
13211.0,33,6,799.64,3,4,3,343,10
13213.0,19,6,1519.05,3,4,4,344,11
13214.0,53,7,2984.02,2,4,4,244,10
13219.0,254,1,76.23,1,1,1,111,3
13220.0,211,1,435.35,1,1,2,112,4
13223.0,301,1,15.0,1,1,1,111,3
13225.0,65,7,2219.6,2,4,4,244,10
13226.0,29,1,204.25,3,1,1,311,5
13230.0,1,17,2569.4,4,4,4,444,12
13233.0,56,2,399.85,2,2,2,222,6
13234.0,308,2,290.35,1,2,2,122,5
13237.0,23,1,589.1,3,1,3,313,7
13238.0,66,2,273.0,2,2,2,222,6
13239.0,73,4,958.6,2,3,3,233,8
13240.0,1,5,1006.14,4,3,3,433,10
13241.0,47,1,104.03,3,1,1,311,5
13242.0,87,4,429.0,2,3,2,232,7
13243.0,85,4,470.86,2,3,2,232,7
